,AA3,AO1,AO2,AOA2,GBM16,GBM22,GBM23,GBM26,GBM27,GBM29,GBM30,GS2,JPA2,JPA3,LGG1,O2,sGBM1
MSN,0.770776518143414,-1.11962936029424,-1.29802143679697,-0.793036148590578,0.260394786718738,0.167170519506741,0.409969512656583,0.0188798031547093,0.242894957134552,-0.501836015782281,0.0532186461299162,-0.0758040885368856,0.0414307444556154,0.388010328641028,-0.63564389767117,-1.75781499514902,-0.13247586767799
H08563,-0.633556815189923,-1.7062960269609,-2.21368810346364,-2.49936948192391,0.113394786718738,-0.744829480493259,-1.34769715401008,-1.15112019684529,-0.610105042865448,-0.876169349115614,-0.78644802053675,-0.831804088536886,-1.06756925554438,-0.858323004692305,-1.72164389767117,-3.03048166181569,-0.677809201011323
BGN,-0.282890148523253,0.18303730637243,0.981978563203032,-0.861036148590577,2.59439478671874,1.67050385284007,1.76363617932325,2.24987980315471,2.73056162380122,1.51683065088439,2.77555197946325,2.19052924479645,1.67509741112228,2.59767699530769,0.44568943566216,-1.01548166181569,1.73652413232201
TNFRSF12A,-2.96189014852325,-2.60446269362757,-2.31352143679697,-2.94453614859058,0.0753947867187378,-0.433996147159926,-1.50736382067675,-0.71112019684529,-1.18043837619878,-0.0861693491156138,-1.13594802053675,-1.69047075520355,-1.52690258887772,-2.36782300469231,-3.57381056433784,-2.91198166181569,-0.75147586767799
CAPG,0.440109851476747,-0.92096269362757,-0.546021436796968,0.303963851409423,0.487394786718738,0.818503852840074,1.38263617932325,1.17787980315471,1.60856162380122,0.758830650884386,1.96155197946325,0.975529244796447,1.74109741112228,1.18667699530769,-0.0403105643378403,-0.466481661815686,-0.0844758676779902
MYCBP2,2.30610985147675,1.21203730637243,1.41497856320303,1.83396385140942,-0.0646052132812622,0.173503852840074,0.60763617932325,0.401879803154709,-1.02843837619878,0.557830650884386,-0.550448020536751,0.406529244796447,0.173097411122282,0.793676995307695,1.59268943566216,1.11651833818431,0.49152413232201
EMP3,-1.34189014852325,-2.89996269362757,-3.30202143679697,-2.30703614859058,0.266394786718738,-1.17449614715993,-2.27336382067675,-0.330120196845291,-0.100438376198781,-1.22316934911561,-1.30744802053675,-1.44047075520355,-0.782902588877718,-0.839323004692305,-2.75331056433784,-3.42748166181569,-1.43847586767799
RTN3,1.24110985147675,2.11503730637243,0.762978563203032,1.79996385140942,0.152394786718738,-0.303496147159926,0.56263617932325,-0.0231201968452907,-0.388438376198781,1.39683065088439,-0.89544802053675,-0.0234707552035526,0.471097411122282,0.173676995307695,1.71068943566216,1.49351833818431,0.87452413232201
RGS16,1.51410985147675,0.70703730637243,0.185978563203032,0.750963851409423,1.78839478671874,2.02550385284007,2.74063617932325,1.40687980315471,1.92356162380122,1.24883065088439,2.08955197946325,1.16552924479645,0.299097411122282,0.737676995307695,0.0286894356621596,-0.105481661815686,1.06352413232201
ITGA5,-2.71489014852325,-1.60896269362757,-2.13602143679697,-2.51403614859058,-0.637605213281262,-0.983496147159926,-2.19836382067675,-2.21312019684529,-0.986438376198781,-1.09416934911561,0.529551979463249,-1.05747075520355,-1.97290258887772,-2.08632300469231,-3.33031056433784,-2.93348166181569,-2.08647586767799
PPP3CB,1.05610985147675,1.42703730637243,0.579978563203032,0.629963851409423,0.0253947867187378,-0.415496147159926,-0.26336382067675,0.0278798031547093,-0.503438376198781,0.169830650884386,-0.629448020536751,-0.432470755203553,0.373097411122282,-0.225323004692305,1.70568943566216,0.991518338184314,0.55952413232201
LOC541471,-3.67289014852325,-0.57696269362757,-1.94002143679697,-3.62003614859058,0.578394786718738,0.746503852840074,-0.83836382067675,-0.448120196845291,0.0795616238012191,0.424830650884386,-1.17144802053675,-0.664470755203553,-1.44490258887772,-1.49932300469231,-3.13131056433784,-2.96448166181569,-0.52947586767799
H78560,-0.15055681518992,0.0327039730390975,-0.976021436796968,-3.89336948192391,1.12406145338541,-0.431829480493259,-0.130697154010083,-0.615453530178624,0.313561623801219,0.603830650884386,-2.53444802053675,-0.14013742187022,-2.90123592221105,-3.40698967135898,-3.61231056433784,-2.60881499514902,1.23185746565534
ASPA,0.482109851476747,0.63403730637243,0.297978563203032,0.805963851409423,2.97039478671874,2.34750385284007,2.26863617932325,3.19887980315471,4.35856162380122,2.56583065088439,4.11255197946325,2.20952924479645,2.08209741112228,4.0986769953077,0.68968943566216,1.11451833818431,2.74452413232201
TIMP1,-1.77339014852325,-0.439962693627569,-0.497021436796968,-3.47153614859058,0.819394786718738,0.499003852840074,-0.49486382067675,0.181879803154709,1.20656162380122,0.0668306508843862,3.79955197946325,0.0940292447964474,1.72609741112228,0.732676995307695,-1.51881056433784,-3.83398166181569,1.15302413232201
AA398420,2.36510985147675,1.66003730637243,1.30397856320303,1.68096385140942,0.397394786718738,0.127503852840074,1.33563617932325,1.45287980315471,0.0255616238012191,0.645830650884386,-0.249448020536751,-0.443470755203553,0.521097411122282,1.58067699530769,2.59068943566216,1.93351833818431,0.69352413232201
IMAGE.33267,-0.320890148523253,0.0690373063724305,-0.884021436796968,-4.09903614859058,1.18239478671874,-0.451496147159926,-0.16036382067675,-0.65812019684529,0.306561623801219,0.836830650884386,-2.48444802053675,-0.272470755203553,-2.69090258887772,-3.71732300469231,-3.87131056433784,-2.46948166181569,1.19852413232201
SOCS3,-1.93389014852325,-0.556296026960903,0.789645229869699,-0.721036148590578,0.599394786718738,1.6018371861734,0.687969512656583,0.248879803154709,1.97256162380122,0.753497317551056,2.56321864612992,1.66052924479645,0.454097411122282,0.483010328641028,-1.65697723100451,-0.704148328482356,0.780857465655343
PDPN,2.57910985147675,-0.87696269362757,-0.603021436796968,0.441963851409423,1.38539478671874,1.52750385284007,0.92863617932325,1.73687980315471,2.01856162380122,2.52383065088439,2.34455197946325,0.272529244796447,2.68209741112228,1.30667699530769,1.22668943566216,-1.04548166181569,-0.30947586767799
CHI3L2,0.0396098514767472,1.39203730637243,-1.10502143679697,0.924963851409422,2.16939478671874,3.76150385284007,2.90213617932325,3.52637980315471,4.37056162380122,3.04783065088439,5.71705197946325,3.05452924479645,2.21859741112228,3.65667699530769,0.11518943566216,0.660518338184314,0.65202413232201
MASP1,2.26410985147675,2.99503730637243,1.96897856320303,3.28096385140942,0.991394786718738,-0.510496147159926,1.43963617932325,-0.80912019684529,-0.415438376198781,0.203830650884386,-2.90344802053675,-1.16247075520355,-0.119902588877718,0.548676995307695,1.07168943566216,3.83751833818431,-0.64647586767799
PLP2,-1.02689014852325,-4.5342960269609,-3.49468810346364,-3.38236948192391,-1.07860521328126,-1.5711628138266,-1.67736382067675,-1.91012019684529,-0.781438376198781,-2.05683601578228,-2.50678135387008,-1.79280408853688,-2.66156925554439,-2.08298967135898,-3.04831056433784,-3.74381499514902,-1.89214253434466
S100A11,-2.66389014852325,-2.24196269362757,-1.88902143679697,-1.98803614859058,-0.411605213281262,-0.752496147159926,-1.51736382067675,-0.68112019684529,-0.313438376198781,-1.44016934911561,0.357551979463249,-0.757470755203553,-0.330902588877718,-0.897323004692305,-2.68131056433784,-2.20048166181569,-1.50147586767799
SETD5,1.11010985147675,1.35603730637243,0.288978563203032,0.190963851409423,0.979394786718738,-1.05949614715993,0.0106361793232502,-2.46812019684529,-0.900438376198781,0.394830650884386,-1.86744802053675,-1.46947075520355,-0.433902588877718,-0.884323004692305,0.77668943566216,2.67651833818431,-0.12447586767799
T97457,-3.14789014852325,-0.85796269362757,-1.93302143679697,-3.48303614859058,0.600394786718738,0.520503852840074,-1.34636382067675,-1.07812019684529,-0.181438376198781,0.195830650884386,-1.17644802053675,-0.686470755203553,-1.17190258887772,-1.53232300469231,-2.60331056433784,-2.50348166181569,-0.63447586767799
UBA52,0.114109851476747,0.334037306372431,-0.478021436796968,0.408963851409422,-0.659605213281262,-0.626496147159926,0.21163617932325,-0.123120196845291,-1.07743837619878,-0.406169349115614,-1.75944802053675,-0.634470755203553,-0.382902588877718,-1.15232300469231,0.86768943566216,0.302518338184314,0.0775241323220098
DLL3,2.29510985147675,3.68803730637243,3.70097856320303,0.534963851409422,-1.00060521328126,1.02250385284007,1.92163617932325,-0.668120196845291,-0.800438376198781,-0.457169349115614,-4.01244802053675,-3.22147075520355,-2.18090258887772,-1.14532300469231,1.28168943566216,3.91651833818431,0.21352413232201
TSPYL1,-0.235890148523253,-0.165962693627569,0.225978563203032,0.266963851409423,-0.721605213281262,-0.572496147159926,-1.17836382067675,-0.538490567215661,-1.31143837619878,-0.414169349115614,-3.07244802053675,-0.822470755203553,-0.125902588877718,-1.15332300469231,0.23968943566216,0.0865183381843137,-0.66247586767799
FAM84B,1.44310985147675,2.43503730637243,2.25897856320303,0.864963851409422,0.0523947867187378,-0.171496147159926,0.25763617932325,-1.21912019684529,-0.78243837619878,-0.725169349115614,-0.70844802053675,-1.57547075520355,-1.40290258887772,-0.147323004692305,0.69868943566216,1.63051833818431,0.0135241323220098
RALY,2.94410985147675,0.201037306372431,0.185978563203032,0.993963851409422,2.05839478671874,1.97050385284007,1.92263617932325,2.25187980315471,2.37156162380122,2.22383065088439,1.99555197946325,1.23652924479645,1.78109741112228,2.94067699530769,1.81168943566216,0.243518338184314,0.25252413232201
LOC613212,-0.601890148523253,0.78903730637243,0.784978563203032,0.0659638514094225,-0.501605213281262,-0.0444961471599262,-0.53236382067675,-0.0741201968452906,-0.995438376198781,-0.129169349115614,-0.637448020536751,-0.666470755203553,-0.534902588877718,0.172676995307695,0.55068943566216,0.398518338184314,0.0725241323220098
CLIC1,-1.30389014852325,-2.52896269362757,-2.56802143679697,-2.76903614859058,-1.08960521328126,-0.832496147159926,-1.99336382067675,-1.29612019684529,-1.07643837619878,-1.49716934911561,-0.73644802053675,-1.09447075520355,-0.823902588877718,-1.17332300469231,-3.02131056433784,-3.04548166181569,-1.24247586767799
VEGF,-1.33489014852325,0.113037306372431,-2.37552143679697,-2.27103614859058,2.50439478671874,1.46717051950674,-0.83636382067675,-1.35112019684529,1.72922829046789,1.35416398421772,-0.0737813538700838,-0.706470755203553,-1.06990258887772,0.260676995307695,-1.95931056433784,-1.93914832848236,0.477190798988677
AA281932,-1.08889014852325,-1.31496269362757,-0.412021436796968,-0.755036148590578,1.58539478671874,1.74750385284007,0.87563617932325,1.07187980315471,2.93656162380122,0.613830650884386,3.05155197946325,0.991529244796447,-0.149902588877718,0.0136769953076948,-1.52631056433784,-0.624481661815686,-0.17847586767799
COL1A1,-2.61689014852325,1.16703730637243,1.51697856320303,-1.11803614859058,0.445394786718738,1.74250385284007,-0.79436382067675,0.77887980315471,2.46156162380122,0.720830650884386,1.04055197946325,2.65552924479645,-0.907902588877718,-1.02932300469231,-2.31031056433784,-3.26848166181569,1.06052413232201
CD47,-0.416890148523253,-0.41896269362757,-0.985021436796968,-0.261036148590577,1.36039478671874,0.861503852840074,0.55663617932325,1.13887980315471,2.13156162380122,0.914830650884386,2.10055197946325,0.593529244796447,1.09909741112228,2.23067699530769,-0.0963105643378404,-0.397481661815686,0.80952413232201
IFI30,-2.10289014852325,-1.19896269362757,-1.44202143679697,-0.479036148590578,0.192394786718738,0.623503852840074,-0.52236382067675,0.321879803154709,1.40156162380122,-0.146169349115614,3.36455197946325,1.58252924479645,0.378097411122282,0.102676995307695,-2.22931056433784,-0.705481661815686,-0.25947586767799
