,IMAGE:246541,IMAGE:123561,IMAGE:714472,IMAGE:295137,IMAGE:770884,IMAGE:258688,IMAGE:108815,IMAGE:531957,IMAGE:772890,IMAGE:280527,IMAGE:756211,IMAGE:843070,IMAGE:268152,IMAGE:110440,IMAGE:843314,IMAGE:121454,IMAGE:810741,IMAGE:325583,IMAGE:811088,IMAGE:236338,IMAGE:48799,IMAGE:145132,IMAGE:739183,IMAGE:823886,IMAGE:629542,IMAGE:505202,IMAGE:160126,IMAGE:269878,IMAGE:208027,IMAGE:133273,IMAGE:377252,IMAGE:122822,IMAGE:897563,IMAGE:85582,IMAGE:46278,IMAGE:469281,IMAGE:505579,IMAGE:488575,IMAGE:175123,IMAGE:759163,IMAGE:770337,IMAGE:39798,IMAGE:826204,IMAGE:418394,IMAGE:321455,IMAGE:488642,IMAGE:813184,IMAGE:210873,IMAGE:142551,IMAGE:838389,IMAGE:898312,IMAGE:347348,IMAGE:156386,IMAGE:752732,IMAGE:809527,IMAGE:231675,IMAGE:267293,IMAGE:343736,IMAGE:897751,IMAGE:743291,IMAGE:199663,IMAGE:768497,IMAGE:460398,IMAGE:433481,IMAGE:745433,IMAGE:811604,IMAGE:809916,IMAGE:230385,IMAGE:68400,IMAGE:795330,IMAGE:366971,IMAGE:123790,IMAGE:338519,IMAGE:586796,IMAGE:126320,IMAGE:45327,IMAGE:788574,IMAGE:712840,IMAGE:198917,IMAGE:108377,IMAGE:771084,IMAGE:281145,IMAGE:511923,IMAGE:856902,IMAGE:882511,IMAGE:841495,IMAGE:214583,IMAGE:814119,IMAGE:382693,IMAGE:469762,IMAGE:323260,IMAGE:342349,IMAGE:109708,IMAGE:290759,IMAGE:132012,IMAGE:109179,IMAGE:343990,IMAGE:123730,IMAGE:1031076,IMAGE:134172,IMAGE:487373,IMAGE:154790,IMAGE:136744,IMAGE:31842,IMAGE:898083,IMAGE:755402,IMAGE:418193,IMAGE:796258,IMAGE:897529,IMAGE:810133,IMAGE:269172,IMAGE:666377,IMAGE:80399,IMAGE:436554,IMAGE:66714,IMAGE:773319,IMAGE:380057,IMAGE:243882,IMAGE:195370,IMAGE:342522,IMAGE:768453,IMAGE:428796,IMAGE:78353,IMAGE:155717,IMAGE:130201,IMAGE:162775,IMAGE:212188,IMAGE:753184,IMAGE:321488,IMAGE:564625,IMAGE:812167,IMAGE:811096,IMAGE:366834,IMAGE:626358,IMAGE:796694,IMAGE:842846,IMAGE:811000,IMAGE:839746,IMAGE:784040,IMAGE:53341,IMAGE:490718,IMAGE:130884
BT474,-0.156341463414634,0.151219512195122,-0.009390243902439,-0.0314634146341463,-0.0392682926829268,-0.0440650406504065,0.0227371273712737,0.0845365853658537,-0.186682926829268,-0.0365853658536586,0.116585365853659,0.168756097560976,-0.191219512195122,-0.033529810298103,0.0760975609756097,0.155365853658537,-0.346341463414634,0.085609756097561,-0.0134146341463415,0.25,0.186243902439024,0.0921951219512195,0.183387533875339,-0.0085365853658536,0.172853658536585,0.0028048780487804,-0.222682926829268,-0.423414634146341,-0.0002439024390244,-0.0180487804878049,0.0209756097560976,-0.0946341463414634,-0.393170731707317,-0.08,-0.183170731707317,-0.267292682926829,0.123170731707317,0.130731707317073,-0.0314634146341463,-0.296146341463415,0.743414634146341,-0.465853658536585,0.0804878048780488,0.284146341463415,0.212292682926829,0.262462737127371,0.207073170731707,-0.104585365853659,0.37280487804878,0.411707317073171,-0.214874661246612,0.364146341463415,0.278536585365854,0.151219512195122,0.301780487804878,0.0461951219512195,0.374390243902439,0.250159891598916,-0.0363414634146341,2.02751219512195,0.387073170731707,0.473658536585366,1.17317073170732,1.68292682926829,0.731707317073171,0.695219512195122,2.43878048780488,2.15487804878049,1.45439024390244,0.225853658536585,-0.0470731707317073,-0.627780487804878,0.124146341463415,-0.411463414634146,-0.432363143631436,-0.0153658536585366,-0.310487804878049,-0.0736585365853659,-0.135707317073171,-0.0634146341463415,0.112330623306233,-0.128,0.173213414634146,0.0365853658536585,0.504707317073171,-0.271829268292683,0.278157181571816,-0.208048780487805,-0.463146341463415,-0.119512195121951,-0.0394390243902439,-0.337804878048781,-0.905609756097561,-0.208512195121951,-0.189268292682927,-0.280585365853659,0.108563685636856,-0.327804878048781,2.64479674796748,1.02068292682927,0.40919512195122,1.54919512195122,1.89926829268293,0.739281842818428,1.11975609756098,1.17048780487805,1.24512195121951,0.699268292682927,1.24059891598916,0.10009756097561,0.47390243902439,-0.196829268292683,0.150853658536585,0.558292682926829,0.311512195121951,1.32336585365854,1.41536585365854,1.64292682926829,0.462073170731707,-0.0468319783197832,-0.381951219512195,-0.174878048780488,-0.0251219512195122,-0.0648780487804878,-0.169268292682927,0.214634146341463,0.285121951219512,-0.140785907859079,-0.366829268292683,-0.305609756097561,-0.342195121951219,-0.288048780487805,-0.0163143631436314,-0.185365853658537,-0.667859078590786,0.231951219512195,-0.316585365853659,-0.442926829268293,-0.10780487804878,0.0217073170731707,0.230243902439024,0.180243902439024
MCF7,0.163658536585366,0.041219512195122,-0.269390243902439,0.258536585365854,-0.119268292682927,0.0414905149051491,-0.177262872628726,0.264536585365854,-0.0166829268292683,0.513414634146341,0.0465853658536585,0.108756097560976,0.248780487804878,-0.0653353658536585,0.0860975609756097,-0.0246341463414634,0.473658536585366,-0.184390243902439,0.156585365853659,0.42,0.0662439024390244,0.0921951219512195,-0.106612466124661,-0.208536585365854,0.332853658536585,0.38280487804878,-0.0626829268292683,-0.0134146341463415,0.0797560975609756,0.271951219512195,-0.0590243902439024,-0.0046341463414634,0.116829268292683,-0.17,-0.133170731707317,-0.227292682926829,0.0831707317073171,0.240731707317073,0.648536585365854,-0.296146341463415,1.60341463414634,-0.335853658536585,-0.309512195121951,0.174146341463415,-0.367707317073171,0.0657960704607046,0.0870731707317073,0.255414634146341,-0.18719512195122,-0.628292682926829,0.0451253387533875,-0.325853658536585,0.148536585365854,-0.358780487804878,-0.678219512195122,-0.54380487804878,-0.155609756097561,-0.359840108401084,0.293658536585366,-0.872487804878049,0.0770731707317073,-0.346341463414634,-0.0768292682926829,-0.717073170731707,0.231707317073171,0.015219512195122,-0.431219512195122,-0.385121951219512,-0.675609756097561,-0.654146341463415,-0.147073170731707,-0.577780487804878,0.164146341463415,-0.321463414634146,-0.0723631436314363,0.0246341463414634,0.0295121951219512,-0.0236585365853659,0.194292682926829,0.416585365853659,0.0523306233062331,0.082,-0.0867865853658537,0.226585365853659,-0.0152926829268293,0.168170731707317,-0.381842818428184,-0.0680487804878049,0.0468536585365854,0.310487804878049,0.280560975609756,-0.0578048780487805,0.344390243902439,0.201487804878049,0.0907317073170732,0.0894146341463415,0.0418970189701897,0.142195121951219,-0.27520325203252,0.210682926829268,0.36919512195122,-0.340804878048781,-0.450731707317073,-0.120718157181572,-0.110243902439024,-0.0495121951219512,-0.264878048780488,-0.0607317073170732,-0.110512195121951,0.0300975609756098,0.66390243902439,0.653170731707317,0.400853658536585,0.308292682926829,0.531512195121951,2.52336585365854,2.26536585365854,3.15292682926829,-0.0879268292682927,0.0031680216802168,0.438048780487805,0.295121951219512,-0.575121951219512,-0.0648780487804878,-0.0392682926829268,0.274634146341463,0.695121951219512,0.0592140921409214,-0.236829268292683,-0.125609756097561,-0.39219512195122,-0.178048780487805,-0.186314363143631,-0.185365853658537,-0.217859078590786,0.151951219512195,-0.116585365853659,0.127073170731707,-0.24780487804878,0.0817073170731707,-0.199756097560976,-0.499756097560976
SKBR3,-0.236341463414634,0.201219512195122,-0.029390243902439,-0.101463414634146,-0.299268292682927,-0.114065040650407,-0.387262872628726,-0.505463414634146,-0.506682926829268,0.0634146341463415,-0.0934146341463415,-0.0812439024390244,-0.271219512195122,-0.127835365853659,-0.14390243902439,-0.0046341463414634,-0.156341463414634,-0.154390243902439,-0.183414634146341,0.02,0.0662439024390244,0.15219512195122,-0.0966124661246612,-0.0385365853658537,-0.0271463414634146,0.18280487804878,-0.312682926829268,-0.0134146341463415,-0.310243902439024,-0.268048780487805,0.0309756097560976,-0.154634146341463,-0.183170731707317,-0.0099999999999999,-0.273170731707317,-0.217292682926829,-0.0968292682926829,-0.569268292682927,-0.0014634146341463,-0.366146341463415,-0.686585365853659,-0.275853658536585,-0.109512195121951,0.474146341463415,1.00229268292683,0.632462737127371,0.587073170731707,-0.434585365853659,0.49280487804878,0.581707317073171,0.445125338753388,0.764146341463415,0.778536585365854,0.611219512195122,-0.678219512195122,-0.68380487804878,0.094390243902439,-0.719840108401084,-0.106341463414634,-0.352487804878049,0.147073170731707,0.0936585365853659,-0.496829268292683,-0.217073170731707,-0.178292682926829,0.085219512195122,-0.771219512195122,-0.785121951219512,1.77439024390244,1.34585365853659,0.952926829268293,1.22221951219512,0.324146341463415,1.31853658536585,0.857636856368564,0.974634146341463,1.04951219512195,1.09634146341463,-0.195707317073171,-0.223414634146341,-0.0376693766937669,-0.628,0.213213414634146,-0.233414634146341,-0.0752926829268293,-0.561829268292683,-0.0318428184281843,-0.628048780487805,-0.553146341463415,-0.679512195121951,-0.399439024390244,-0.537804878048781,-0.205609756097561,0.221487804878049,0.0707317073170732,-0.520585365853659,-0.251436314363144,-0.37780487804878,-0.48520325203252,-0.219317073170732,0.0591951219512195,-0.900804878048781,-0.650731707317073,-0.770718157181572,-0.920243902439024,-0.699512195121951,-0.604878048780488,-0.580731707317073,-0.780512195121951,-0.81990243902439,-0.0960975609756098,0.233170731707317,-0.679146341463415,-0.781707317073171,-0.448487804878049,-0.916634146341463,-0.304634146341463,-1.25707317073171,0.0920731707317073,0.373168021680217,0.218048780487805,0.235121951219512,-0.0051219512195121,0.235121951219512,0.420731707317073,0.164634146341463,0.365121951219512,0.319214092140921,0.103170731707317,0.114390243902439,-0.0321951219512195,0.0519512195121951,0.103685636856369,0.0546341463414634,-0.177859078590786,0.531951219512195,1.00341463414634,0.967073170731707,0.0721951219512195,-0.0482926829268293,0.160243902439024,0.120243902439024
T47D,0.0636585365853659,0.0812195121951219,-0.389390243902439,0.0785365853658537,-0.399268292682927,-0.171842818428184,-0.257262872628726,0.0545365853658537,-0.426682926829268,0.0734146341463415,-0.0434146341463415,-0.121243902439024,-0.101219512195122,-0.209085365853659,-0.14390243902439,-0.284634146341463,0.0536585365853659,-0.264390243902439,-0.183414634146341,-0.28,-0.113756097560976,-0.22780487804878,-0.226612466124661,-0.368536585365854,-0.167146341463415,-0.0171951219512195,-0.602682926829268,-0.333414634146341,-0.310243902439024,-0.0280487804878049,-0.0190243902439025,-0.114634146341463,0.326829268292683,-0.08,-0.513170731707317,-0.427292682926829,-0.236829268292683,0.550731707317073,0.258536585365854,0.0738536585365854,0.333414634146341,0.134146341463415,0.310487804878049,0.344146341463415,0.252292682926829,0.253712737127371,-0.0329268292682927,0.0754146341463415,0.272804878048781,0.121707317073171,0.325125338753388,0.414146341463415,0.578536585365854,-0.188780487804878,0.241780487804878,0.37619512195122,0.324390243902439,0.300159891598916,0.363658536585366,0.357512195121951,0.257073170731707,0.0636585365853659,0.893170731707317,0.452926829268293,0.431707317073171,0.0452195121951219,0.178780487804878,0.304878048780488,0.344390243902439,0.325853658536585,0.382926829268293,-0.137780487804878,0.384146341463415,0.578536585365854,0.197636856368564,0.604634146341463,0.439512195121951,0.516341463414634,0.454292682926829,0.666585365853659,0.292330623306233,0.42,0.269463414634146,0.446585365853658,0.394707317073171,0.428170731707317,0.138157181571816,0.311951219512195,0.346853658536585,0.690487804878049,0.590560975609756,0.32219512195122,-0.545609756097561,0.471487804878049,0.150731707317073,0.219414634146341,0.203008130081301,0.37219512195122,0.0947967479674797,0.450682926829268,0.50919512195122,0.0891951219512195,0.329268292682927,0.379281842818428,0.0997560975609756,0.180487804878049,-0.314878048780488,0.299268292682927,0.509487804878049,0.34009756097561,0.52390243902439,-0.0068292682926829,0.340853658536585,0.218292682926829,0.301512195121951,-0.0466341463414634,0.0953658536585366,0.322926829268293,-0.0379268292682927,0.183168021680217,-0.0519512195121951,0.525121951219512,-0.375121951219512,0.265121951219512,0.220731707317073,0.704634146341463,0.415121951219512,0.229214092140921,0.243170731707317,0.434390243902439,-0.16219512195122,-0.0980487804878049,0.203685636856369,0.484634146341463,0.102140921409214,0.231951219512195,0.303414634146341,0.487073170731707,0.33219512195122,0.0717073170731707,-0.0997560975609756,0.0002439024390243
NORWAY.7,-0.106341463414634,-0.0487804878048781,0.360609756097561,-0.0614634146341463,0.340731707317073,0.0362682926829268,0.152737127371274,0.154536585365854,0.313317073170732,-0.316585365853659,0.236585365853659,0.358756097560976,0.148780487804878,0.250914634146341,0.0860975609756097,0.135365853658537,0.0736585365853658,0.575609756097561,-0.0134146341463415,0.13,0.146243902439024,0.142195121951219,-0.0266124661246612,0.191463414634146,-0.207146341463415,-0.457195121951219,0.137317073170732,-0.163414634146341,-0.0402439024390244,0.0419512195121951,-0.0990243902439024,-0.0646341463414634,-0.153170731707317,-0.03,0.326829268292683,0.0927073170731707,0.0631707317073171,-0.219268292682927,0.0885365853658537,0.183853658536585,-0.196585365853659,0.594146341463415,0.0104878048780488,-0.155853658536585,-0.197707317073171,-0.167537262872629,0.177073170731707,0.175414634146341,-0.517195121951219,0.0117073170731707,-0.164874661246612,-0.245853658536585,-0.351463414634146,0.201219512195122,-0.038219512195122,-0.41380487804878,-0.155609756097561,-0.269840108401084,-0.326341463414634,-0.152487804878049,0.127073170731707,0.223658536585366,0.373170731707317,-0.0770731707317073,-0.968292682926829,-0.234780487804878,-0.271219512195122,-0.455121951219512,0.034390243902439,0.0358536585365854,-0.127073170731707,-0.507780487804878,0.254146341463415,-0.161463414634146,0.0676368563685637,-0.125365853658537,0.0095121951219512,0.0363414634146341,0.434292682926829,-0.243414634146341,0.0923306233062331,-0.088,-0.326786585365854,-0.0334146341463415,-0.195292682926829,-0.181829268292683,0.308157181571816,-0.0780487804878049,-0.313146341463415,0.0504878048780488,0.0705609756097561,0.0221951219512195,0.034390243902439,0.391487804878049,-0.0592682926829268,-0.260585365853659,-0.101436314363144,-0.33780487804878,-0.39520325203252,0.240682926829268,-0.19080487804878,-0.450804878048781,-0.310731707317073,-0.280718157181572,-0.0602439024390244,-0.249512195121951,-0.164878048780488,-0.640731707317073,-0.140512195121951,-0.57990243902439,-0.27609756097561,0.0231707317073171,-0.329146341463415,-0.0317073170731707,0.141512195121951,-0.426634146341463,-0.344634146341463,-0.477073170731707,0.142073170731707,-0.0657208672086721,-0.421951219512195,-0.174878048780488,-0.205121951219512,0.0351219512195122,-0.219268292682927,-0.385365853658537,-0.0648780487804878,-0.400785907859079,-0.396829268292683,-0.645609756097561,-0.19219512195122,-0.108048780487805,-0.316314363143631,-0.205365853658537,-0.467859078590786,-0.358048780487805,-0.366585365853659,-0.322926829268293,-0.47780487804878,-0.388292682926829,-0.219756097560976,-0.329756097560976
NORWAY.10,-0.396341463414634,0.301219512195122,0.250609756097561,0.0085365853658536,0.0007317073170731,-0.0307317073170732,0.0527371273712737,0.0285365853658537,0.0133170731707317,-0.276585365853659,0.336585365853659,0.348756097560976,-0.0512195121951219,-0.0090853658536585,0.21609756097561,0.125365853658537,-0.156341463414634,0.255609756097561,0.0165853658536585,0.2,-0.263756097560976,0.29219512195122,-0.306612466124661,-0.128536585365854,0.0728536585365854,-0.0171951219512195,-0.182682926829268,-0.0634146341463415,0.189756097560976,0.181951219512195,-0.129024390243902,-0.184634146341463,0.126829268292683,0.35,0.0368292682926829,0.0227073170731707,0.433170731707317,0.0707317073170732,0.258536585365854,-0.0561463414634146,0.173414634146341,-0.145853658536585,0.390487804878049,-0.245853658536585,0.122292682926829,-0.137537262872629,0.317073170731707,-0.0945853658536586,0.16280487804878,0.301707317073171,-0.0948746612466125,-0.275853658536585,0.268536585365854,0.191219512195122,0.091780487804878,0.11619512195122,0.184390243902439,0.050159891598916,-0.156341463414634,0.0275121951219512,0.247073170731707,-0.126341463414634,0.263170731707317,-0.0770731707317073,0.0017073170731707,0.245219512195122,0.0187804878048781,0.0748780487804878,-0.655609756097561,0.135853658536585,-0.127073170731707,-0.217780487804878,-0.0658536585365854,0.458536585365854,-0.142363143631436,0.0646341463414634,0.0895121951219512,-0.0036585365853658,-0.165707317073171,0.0165853658536585,0.312330623306233,0.212,0.273213414634146,-0.303414634146342,-0.445292682926829,-0.401829268292683,0.108157181571816,0.261951219512195,-0.0931463414634146,0.0804878048780488,0.0705609756097561,-0.0478048780487805,0.204390243902439,0.121487804878049,-0.129268292682927,-0.100585365853659,0.108563685636856,-0.0178048780487805,-0.0652032520325203,-0.259317073170732,-0.170804878048781,-0.170804878048781,0.0992682926829268,-0.220718157181572,-0.120243902439024,-0.239512195121951,-0.284878048780488,-0.120731707317073,-0.100512195121951,0.11009756097561,-0.27609756097561,0.243170731707317,-0.249146341463415,-0.0817073170731707,-0.0284878048780488,-0.306634146341463,-0.104634146341463,-0.297073170731707,0.0620731707317073,0.233168021680217,-0.201951219512195,-0.174878048780488,-0.335121951219512,0.295121951219512,-0.189268292682927,0.154634146341463,-0.254878048780488,0.189214092140921,0.0831707317073171,-0.105609756097561,-0.0521951219512195,-0.268048780487805,-0.0263143631436314,0.164634146341463,-0.155636856368564,-0.0380487804878049,-0.0965853658536585,-0.512926829268293,-0.33780487804878,-0.0582926829268293,-0.269756097560976,0.0702439024390244
NORWAY.11,-0.356341463414634,0.041219512195122,0.080609756097561,-0.131463414634146,0.110731707317073,0.0422682926829268,0.0227371273712737,-0.115463414634146,-0.116682926829268,0.0034146341463414,-0.0434146341463415,0.108756097560976,-0.301219512195122,0.240914634146341,0.28609756097561,0.215365853658537,-0.746341463414634,0.045609756097561,-0.183414634146341,0.15,0.176243902439024,0.22219512195122,0.0933875338753388,0.311463414634146,-0.0271463414634146,-0.0021951219512195,-0.0826829268292683,0.216585365853659,0.399756097560976,-0.178048780487805,-0.0990243902439024,-0.114634146341463,-0.243170731707317,0.16,-0.0431707317073171,-0.147292682926829,0.113170731707317,-0.0692682926829268,0.0685365853658537,-0.0661463414634146,-0.0465853658536585,-0.265853658536585,0.210487804878049,-0.265853658536585,0.172292682926829,0.402462737127371,0.197073170731707,-0.0145853658536585,0.17280487804878,0.271707317073171,-0.214874661246612,0.204146341463415,-0.0014634146341463,0.321219512195122,0.231780487804878,0.0861951219512195,0.244390243902439,0.311159891598916,-0.216341463414634,0.0575121951219512,0.107073170731707,0.293658536585366,0.673170731707317,0.252926829268293,-0.358292682926829,-0.044780487804878,0.268780487804878,-0.105121951219512,-0.255609756097561,0.0358536585365854,0.0229268292682927,-0.177780487804878,-0.0058536585365853,0.328536585365854,-0.0023631436314363,0.384634146341463,0.209512195121951,0.286341463414634,-0.0057073170731707,0.0865853658536585,0.112330623306233,0.222,0.133213414634146,-0.0334146341463415,-0.315292682926829,-0.151829268292683,0.478157181571816,0.341951219512195,0.0068536585365853,0.160487804878049,0.0805609756097561,0.0321951219512195,-0.025609756097561,0.371487804878049,-0.0192682926829268,0.179414634146341,0.268563685636856,-0.0778048780487805,0.34479674796748,0.0006829268292682,-0.300804878048781,-0.130804878048781,-0.0207317073170732,-0.130718157181572,0.0597560975609756,-0.0395121951219512,0.0451219512195122,-0.0207317073170732,0.389487804878049,9.75609756097562e-05,-0.0660975609756098,-0.276829268292683,-0.269146341463415,0.0782926829268293,-0.0584878048780488,-0.296634146341463,0.0253658536585366,-0.0270731707317073,0.182073170731707,0.0571680216802168,-0.111951219512195,-0.414878048780488,-0.215121951219512,0.165121951219512,0.290731707317073,0.0546341463414634,-0.194878048780488,0.0192140921409214,0.0831707317073171,0.014390243902439,-0.15219512195122,-0.0380487804878049,-0.326314363143631,0.234634146341463,-0.247859078590786,-0.158048780487805,0.0134146341463414,-0.242926829268293,-0.12780487804878,-0.178292682926829,0.150243902439024,-0.0297560975609756
NORWAY.12,-0.196341463414634,-0.178780487804878,-0.249390243902439,0.148536585365854,-0.289268292682927,-0.500731707317073,-0.187262872628726,-0.595463414634146,-0.406682926829268,-0.316585365853659,-0.173414634146341,-0.471243902439024,-0.601219512195122,-0.159085365853659,-0.45390243902439,-0.484634146341463,-0.0763414634146341,-0.354390243902439,-0.0934146341463414,-0.29,-0.373756097560976,-0.55780487804878,-0.0166124661246612,-0.368536585365854,-0.227146341463415,-0.17719512195122,-0.422682926829268,-0.113414634146341,-0.450243902439024,-0.158048780487805,-0.179024390243902,-0.0946341463414634,-0.113170731707317,-0.34,0.0368292682926829,-0.128292682926829,-0.686829268292683,0.430731707317073,0.168536585365854,0.533853658536585,-0.326585365853659,-0.145853658536585,-0.209512195121951,0.384146341463415,0.402292682926829,0.0124627371273713,0.117073170731707,0.115414634146341,0.0228048780487805,0.161707317073171,0.0451253387533875,-0.0058536585365853,-0.0014634146341463,0.451219512195122,0.491780487804878,0.16619512195122,-0.145609756097561,0.224159891598916,0.193658536585366,0.0575121951219512,0.237073170731707,0.343658536585366,0.103170731707317,-0.0870731707317073,-0.128292682926829,-0.0647804878048781,-0.0012195121951219,0.234878048780488,-0.535609756097561,-0.174146341463415,0.0429268292682927,0.172219512195122,-0.285853658536585,0.0685365853658537,0.191636856368564,0.284634146341463,0.539512195121951,0.216341463414634,0.114292682926829,0.266585365853659,0.0123306233062331,0.392,0.113213414634146,0.0965853658536585,0.124707317073171,0.768170731707317,0.208157181571816,0.391951219512195,0.386853658536585,0.290487804878049,0.220560975609756,0.32219512195122,-0.315609756097561,0.321487804878049,-0.149268292682927,0.199414634146341,0.128563685636856,0.25219512195122,0.17479674796748,0.0506829268292683,-0.270804878048781,0.24919512195122,-0.180731707317073,0.284281842818428,0.199756097560976,0.330487804878049,0.435121951219512,0.459268292682927,0.229487804878049,0.24009756097561,-0.12609756097561,0.503170731707317,0.300853658536585,0.458292682926829,0.129512195121951,0.153365853658537,-0.0446341463414634,0.192926829268293,0.0720731707317073,0.0931680216802168,0.218048780487805,0.0851219512195122,-0.0251219512195122,0.165121951219512,0.0607317073170731,-0.335365853658537,-0.0048780487804878,-0.0007859078590785,0.103170731707317,-0.125609756097561,0.0178048780487805,-0.0580487804878049,0.143685636856369,-0.185365853658537,0.172140921409214,0.341951219512195,0.0334146341463415,0.0670731707317073,0.47219512195122,-0.0182926829268293,0.230243902439024,-0.0297560975609756
NORWAY.14,-0.0863414634146342,-0.178780487804878,-0.209390243902439,-0.0014634146341463,0.100731707317073,-0.0007317073170731,0.120514905149052,-0.155463414634146,0.233317073170732,-0.196585365853659,-0.153414634146341,-0.341243902439024,-0.101219512195122,-0.0390853658536585,-0.25390243902439,-0.0246341463414634,-0.0863414634146342,0.145609756097561,0.0265853658536585,-0.12,-0.293756097560976,0.19219512195122,-0.0566124661246612,-0.0285365853658537,-0.0971463414634146,-0.197195121951219,0.0373170731707317,0.0165853658536585,0.0997560975609756,0.0019512195121951,-0.0590243902439024,-0.114634146341463,-0.0131707317073171,0.02,0.136829268292683,0.332707317073171,0.133170731707317,0.0007317073170731,-0.0614634146341463,0.343853658536585,-0.0465853658536585,0.264146341463415,0.470487804878049,0.124146341463415,0.232292682926829,-0.117537262872629,0.217073170731707,0.315414634146341,-0.227195121951219,0.111707317073171,-0.0548746612466125,0.114146341463415,-0.521463414634146,0.0112195121951219,0.731780487804878,0.39619512195122,-0.105609756097561,1.45015989159892,-0.0663414634146341,-0.0524878048780488,0.317073170731707,-0.816341463414634,-0.126829268292683,-0.0170731707317073,-0.358292682926829,-0.234780487804878,0.098780487804878,-0.175121951219512,0.504390243902439,-0.294146341463415,-0.127073170731707,-0.187780487804878,-0.505853658536585,-0.0214634146341463,0.277636856368564,-0.0653658536585366,0.319512195121951,0.0063414634146341,-0.175707317073171,-0.0234146341463415,-0.167669376693767,0.212,-0.176786585365854,-0.133414634146341,-0.135292682926829,-0.0218292682926829,0.0581571815718157,0.281951219512195,0.126853658536585,0.140487804878049,0.150560975609756,0.20219512195122,0.114390243902439,0.151487804878049,-0.139268292682927,0.0594146341463415,-0.0114363143631436,0.0421951219512195,-0.11520325203252,-0.239317073170732,-0.270804878048781,-0.0308048780487805,0.169268292682927,-0.160718157181572,-0.100243902439024,-0.159512195121951,0.0751219512195122,0.249268292682927,-0.180512195121951,-0.11990243902439,-0.31609756097561,0.003170731707317,0.100853658536585,0.0782926829268293,-0.158487804878049,0.0333658536585366,-0.254634146341463,-0.197073170731707,0.0320731707317073,-0.156831978319783,0.0180487804878049,-0.154878048780488,-0.135121951219512,-0.0748780487804878,0.170731707317073,-0.315365853658537,-0.0648780487804878,0.0392140921409214,0.0131707317073171,-0.515609756097561,-0.0821951219512195,-0.0980487804878049,-0.196314363143631,-0.375365853658537,-0.147859078590786,0.251951219512195,-0.426585365853659,-0.182926829268293,-0.12780487804878,0.0617073170731707,0.0802439024390244,-0.169756097560976
NORWAY.15,-0.106341463414634,-0.0987804878048781,-0.169390243902439,0.118536585365854,0.140731707317073,0.329268292682927,0.0027371273712737,0.0545365853658537,0.0333170731707317,-0.636585365853659,-0.413414634146341,-0.281243902439024,-0.181219512195122,0.0209146341463415,-0.36390243902439,-0.194634146341463,0.163658536585366,0.145609756097561,-0.0634146341463415,-0.16,-0.153756097560976,-0.31780487804878,-0.0966124661246612,0.0514634146341463,-0.277146341463415,-0.107195121951219,0.147317073170732,0.0665853658536585,-0.150243902439024,-0.148048780487805,0.0909756097560976,-0.0746341463414634,0.126829268292683,-0.0099999999999999,0.186829268292683,0.402707317073171,-0.256829268292683,-0.489268292682927,0.0385365853658537,0.323853658536585,-0.376585365853659,0.654146341463415,0.120487804878049,-0.135853658536585,-0.0477073170731707,-0.357537262872629,0.337073170731707,-0.174585365853659,-0.49719512195122,-0.178292682926829,-0.0948746612466125,-0.0858536585365854,-0.201463414634146,0.041219512195122,-0.068219512195122,-0.0638048780487805,-0.405609756097561,-0.045840108401084,-0.0263414634146341,-0.132487804878049,-0.292926829268293,0.183658536585366,-0.746829268292683,-0.147073170731707,-0.198292682926829,-0.284780487804878,-0.561219512195122,-0.305121951219512,0.444390243902439,-0.494146341463415,-0.257073170731707,-0.217780487804878,-0.575853658536585,-0.221463414634146,-0.133474254742547,-0.0353658536585366,0.419512195121951,0.216341463414634,-0.0857073170731707,-0.243414634146341,0.0423306233062331,0.152,-0.226786585365854,-0.303414634146342,-0.195292682926829,0.268170731707317,-0.0218428184281843,0.131951219512195,0.266853658536585,0.0904878048780488,0.130560975609756,0.482195121951219,0.004390243902439,-0.158512195121951,-0.0992682926829268,0.389414634146341,0.158563685636856,0.0521951219512195,0.0947967479674797,-0.0793170731707317,0.0291951219512195,0.219195121951219,-0.150731707317073,0.193726287262873,-0.0102439024390244,0.360487804878049,0.215121951219512,0.329268292682927,0.169487804878049,0.34009756097561,-0.19609756097561,0.293170731707317,0.290853658536585,0.538292682926829,-0.168487804878049,-0.276634146341463,-0.184634146341463,-0.0170731707317073,0.112073170731707,0.0381680216802168,0.238048780487805,-0.0248780487804878,0.144878048780488,0.335121951219512,0.490731707317073,0.0346341463414634,-0.0848780487804878,-0.0407859078590786,0.195392953929539,-0.135609756097561,0.247804878048781,0.731951219512195,-0.326314363143631,-0.205365853658537,0.212140921409214,0.121951219512195,0.0634146341463415,0.0270731707317073,0.20219512195122,-0.128292682926829,0.280243902439024,0.110243902439024
